timestamp,x,y,z,qx,qy,qz,qw
1644823140.491755,59.877686,112.540346,7.851439,0.002313,-0.006755,0.409663,0.912209
1644823140.595324,60.159994,112.873856,7.851979,-0.000969,-0.009689,0.409651,0.912190
1644823140.696986,60.447384,113.193850,7.852459,-0.005045,-0.010845,0.404972,0.914251
1644823140.791610,60.727844,113.491843,7.849599,-0.003348,-0.009147,0.401033,0.916012
1644823140.891799,61.031744,113.806912,7.839231,-0.004734,-0.007695,0.394549,0.918830
1644823140.992493,61.339660,114.129301,7.832009,-0.011499,-0.002441,0.387653,0.921730
1644823141.095515,61.656935,114.427198,7.831281,-0.010482,-0.009101,0.383937,0.923255
1644823141.196952,61.991365,114.715609,7.824766,-0.007552,-0.007067,0.372498,0.927975
1644823141.292755,62.302252,115.000690,7.819826,-0.012247,-0.005920,0.364948,0.930929
1644823141.393304,62.643271,115.281783,7.814750,-0.010795,-0.001347,0.356149,0.934366
1644823141.492976,62.978584,115.535402,7.815890,-0.009895,-0.006744,0.343575,0.939049
1644823141.594032,63.332612,115.798655,7.809189,-0.008997,-0.003821,0.335038,0.942154
1644823141.696737,63.684127,116.047196,7.808003,-0.006923,-0.006299,0.324294,0.945910
1644823141.792596,64.025984,116.285069,7.803191,-0.010308,-0.001959,0.315042,0.949020
1644823141.893946,64.384010,116.511696,7.799208,-0.005813,-0.004307,0.305578,0.952140
1644823141.993021,64.724467,116.731722,7.801404,-0.004491,-0.006514,0.297418,0.954715
1644823142.092450,65.070668,116.953289,7.799893,-0.008104,-0.007451,0.291826,0.956408
1644823142.193054,65.428325,117.165532,7.798063,-0.005881,-0.003587,0.282195,0.959332
1644823142.292757,65.763566,117.376316,7.801647,-0.007110,-0.009050,0.277220,0.960738
1644823142.392262,66.123172,117.590224,7.791999,-0.010114,-0.001782,0.273794,0.961733
1644823142.493075,66.471442,117.795538,7.787546,-0.011226,-0.000983,0.263166,0.964685
1644823142.593256,66.802277,118.001492,7.784851,-0.022021,-0.008683,0.260484,0.965188
1644823142.694808,67.173900,118.183728,7.773490,-0.013502,-0.000775,0.252307,0.967553
1644823142.791760,67.509620,118.364443,7.764577,-0.019682,-0.003513,0.243365,0.969729
1644823142.891731,67.868064,118.551272,7.751819,-0.028320,0.001352,0.232011,0.972300
1644823142.993145,68.235325,118.689184,7.743394,-0.029020,0.000065,0.217294,0.975675
1644823143.096442,68.619006,118.792823,7.738907,-0.023950,-0.002177,0.190667,0.981360
1644823143.192611,68.997699,118.865852,7.731631,-0.021254,0.006291,0.170793,0.985058
1644823143.293326,69.374344,118.899393,7.730551,-0.012446,-0.000670,0.138005,0.990353
1644823143.393388,69.767739,118.921619,7.721845,-0.013791,0.005206,0.107437,0.994103
1644823143.493553,70.145612,118.896192,7.717753,-0.007286,0.002560,0.077946,0.996928
1644823143.593263,70.529165,118.850152,7.711876,-0.002056,0.008215,0.036868,0.999284
1644823143.691694,70.887017,118.784189,7.706809,-0.007395,0.003983,0.003579,0.999958
1644823143.792295,71.255670,118.671977,7.697277,-0.002766,0.007068,-0.032182,0.999453
1644823143.892385,71.606337,118.536239,7.691822,0.004588,0.010244,-0.074365,0.997168
1644823143.991937,71.929051,118.390199,7.693715,0.003548,0.003368,-0.109235,0.994004
1644823144.091615,72.247226,118.225008,7.692839,0.000242,0.001702,-0.142284,0.989824
1644823144.191241,72.540305,118.032230,7.695437,0.005178,-0.002426,-0.179233,0.983790
1644823144.291120,72.825001,117.822819,7.695371,0.006936,-0.003907,-0.211108,0.977430
1644823144.390661,73.104207,117.616619,7.695843,0.003750,-0.004169,-0.239527,0.970874
1644823144.490374,73.365739,117.390437,7.696349,0.007307,-0.005451,-0.264848,0.964247
1644823144.590127,73.615697,117.163810,7.697569,0.015447,-0.008762,-0.281979,0.959256
1644823144.690006,73.886168,116.960429,7.694833,0.007028,-0.004496,-0.296007,0.955149
1644823144.789821,74.138751,116.752724,7.693195,0.004331,-0.004251,-0.311404,0.950258
1644823144.891111,74.369972,116.514110,7.691820,0.010375,-0.006878,-0.324832,0.945690
1644823144.990111,74.594922,116.291280,7.691928,0.009224,-0.008723,-0.339927,0.940366
1644823145.090123,74.823938,116.064355,7.694408,0.005332,-0.006150,-0.353470,0.935411
1644823145.190248,75.027338,115.827071,7.697049,0.007885,-0.010187,-0.367247,0.930034
1644823145.291661,75.233695,115.574081,7.694541,0.012071,-0.008801,-0.379278,0.925162
1644823145.390845,75.436999,115.342967,7.691869,0.010371,-0.009261,-0.390715,0.920407
1644823145.490909,75.638193,115.097506,7.688653,0.008627,-0.006916,-0.396950,0.917774
1644823145.592640,75.829614,114.840741,7.688103,0.013708,-0.009885,-0.407039,0.913254
1644823145.690746,76.023995,114.597560,7.686023,0.015207,-0.012099,-0.411339,0.911275
1644823145.792201,76.240428,114.344346,7.685974,0.012835,-0.009634,-0.413618,0.910309
1644823145.893118,76.447007,114.091631,7.689105,0.010658,-0.013638,-0.416395,0.909019
1644823145.991190,76.660655,113.830161,7.688529,0.014095,-0.011192,-0.418496,0.908040
1644823146.090940,76.875271,113.583767,7.695368,0.010995,-0.018306,-0.419574,0.907470
1644823146.190288,77.099812,113.314818,7.694443,0.011364,-0.014246,-0.421386,0.906698
1644823146.291264,77.319153,113.045242,7.693485,0.011177,-0.016942,-0.423723,0.905564
1644823146.390096,77.551848,112.777392,7.692450,0.012236,-0.012909,-0.423317,0.905807
1644823146.490402,77.780567,112.499575,7.690166,0.012818,-0.009886,-0.422681,0.906134
1644823146.590558,78.008555,112.222175,7.689629,0.014019,-0.007245,-0.427812,0.903730
1644823146.691858,78.242924,111.947052,7.689514,0.011072,-0.006832,-0.423906,0.905613
1644823146.793307,78.473993,111.665123,7.686702,0.015376,-0.009556,-0.425086,0.904972
1644823146.891672,78.699319,111.397744,7.684878,0.013001,-0.012397,-0.429063,0.903096
1644823146.990273,78.940244,111.119865,7.681629,0.013401,-0.008410,-0.424380,0.905346
1644823147.089969,79.177617,110.839583,7.679981,0.012037,-0.010846,-0.426298,0.904438
1644823147.189718,79.417874,110.551483,7.677348,0.010186,-0.011717,-0.427002,0.904118
1644823147.289422,79.675930,110.261722,7.672170,0.009348,-0.009394,-0.422084,0.906460
1644823147.389601,79.938670,109.964911,7.667964,0.010367,-0.007899,-0.421462,0.906752
1644823147.489443,80.205458,109.660973,7.661494,0.012187,-0.006613,-0.419441,0.907677
1644823147.589066,80.472051,109.393326,7.675819,0.005341,-0.015054,-0.411451,0.911292
1644823147.689152,80.750156,109.094515,7.682577,0.002413,-0.016519,-0.409342,0.912228
1644823147.789650,81.040365,108.773452,7.675690,0.008026,-0.012874,-0.405847,0.913815
1644823147.890204,81.325665,108.476169,7.677827,0.005817,-0.020817,-0.403599,0.914681
1644823147.990357,81.627244,108.160480,7.677041,0.008025,-0.019239,-0.401008,0.915838
1644823148.090621,81.942375,107.843539,7.677902,0.003595,-0.014557,-0.396525,0.917901
1644823148.190800,82.254613,107.511001,7.677913,0.006719,-0.012477,-0.398928,0.916873
1644823148.290560,82.564385,107.187332,7.676379,0.005933,-0.017855,-0.396344,0.917909
1644823148.390404,82.899563,106.849231,7.671735,0.004884,-0.013630,-0.391848,0.919916
1644823148.490447,83.226568,106.505218,7.674171,0.010455,-0.013666,-0.392424,0.919623
1644823148.593035,83.570197,106.170041,7.675972,0.007854,-0.015139,-0.388282,0.921383
1644823148.689736,83.890392,105.850895,7.679907,0.008782,-0.013394,-0.387091,0.921902
1644823148.789700,84.220640,105.525923,7.684122,0.009857,-0.012167,-0.386328,0.922229
1644823148.890074,84.548834,105.194182,7.682296,0.012276,-0.010926,-0.384105,0.923143
1644823148.989631,84.867519,104.871559,7.679446,0.013743,-0.013157,-0.383701,0.923262
1644823149.090086,85.195551,104.554357,7.678873,0.011093,-0.011434,-0.381341,0.924297
1644823149.189524,85.513354,104.240137,7.679046,0.012996,-0.011550,-0.380851,0.924473
1644823149.289610,85.833949,103.926427,7.676942,0.012760,-0.013575,-0.380289,0.924680
1644823149.389560,86.161628,103.605989,7.677882,0.012372,-0.010941,-0.380248,0.924737
1644823149.489654,86.491809,103.280339,7.680525,0.011309,-0.012170,-0.380686,0.924555
1644823149.589586,86.831243,102.953108,7.680624,0.009968,-0.012699,-0.380604,0.924597
1644823149.689172,87.170860,102.617161,7.678306,0.008590,-0.013110,-0.380900,0.924483
1644823149.789764,87.522559,102.266625,7.680116,0.011880,-0.011983,-0.381849,0.924071
1644823149.889534,87.878283,101.917198,7.675935,0.010510,-0.010963,-0.381625,0.924192
1644823149.989646,88.250412,101.552364,7.664442,0.011525,-0.003833,-0.383660,0.923394
1644823150.090567,88.601753,101.205132,7.671093,0.005574,-0.013613,-0.383169,0.923561
1644823150.189392,88.949208,100.847374,7.675171,0.006598,-0.019383,-0.383468,0.923327
1644823150.289851,89.319608,100.469930,7.674248,0.009469,-0.015531,-0.386578,0.922078
1644823150.392374,89.705053,100.095179,7.672983,0.008520,-0.011600,-0.385643,0.922536
1644823150.490010,90.059627,99.736737,7.673074,0.007536,-0.009782,-0.385412,0.922662
1644823150.590495,90.414828,99.366270,7.670731,0.011283,-0.010802,-0.387800,0.921611
1644823150.689756,90.773170,99.008809,7.668354,0.012043,-0.008821,-0.386122,0.922327
1644823150.790389,91.127925,98.648377,7.664131,0.011364,-0.007535,-0.386444,0.922212
1644823150.889819,91.478542,98.291151,7.658212,0.012891,-0.005932,-0.387001,0.921970
1644823150.989838,91.821184,97.947823,7.657381,0.011880,-0.010400,-0.386742,0.922053
1644823151.089603,92.172612,97.600418,7.652617,0.009153,-0.005742,-0.386933,0.922044
1644823151.189009,92.510026,97.261215,7.651820,0.009674,-0.008676,-0.387309,0.921858
1644823151.289566,92.849861,96.921293,7.650841,0.007661,-0.010400,-0.387420,0.921813
1644823151.391754,93.194440,96.571037,7.651050,0.008297,-0.008494,-0.387669,0.921722
1644823151.489526,93.520594,96.237743,7.648981,0.012653,-0.010648,-0.389124,0.921037
1644823151.589563,93.856199,95.904657,7.647786,0.007409,-0.007982,-0.388064,0.921568
1644823151.689419,94.184524,95.575314,7.647969,0.003836,-0.006950,-0.388174,0.921552
1644823151.792476,94.521311,95.227628,7.646144,0.007052,-0.005888,-0.389716,0.920889
1644823151.890199,94.835321,94.908211,7.649488,0.006445,-0.008200,-0.389628,0.920913
1644823151.990211,95.158078,94.576563,7.646453,0.006231,-0.006566,-0.388876,0.921246
1644823152.091511,95.477168,94.243190,7.647773,0.009538,-0.007043,-0.390122,0.920687
1644823152.189929,95.785539,93.927558,7.649410,0.009922,-0.008703,-0.389913,0.920757
1644823152.290130,96.099509,93.607410,7.647486,0.010132,-0.008744,-0.390058,0.920693
1644823152.390353,96.405808,93.291112,7.648695,0.008619,-0.012849,-0.389980,0.920693
1644823152.490084,96.713386,92.968782,7.648724,0.012086,-0.010796,-0.391756,0.919927
1644823152.589849,97.014556,92.654768,7.651939,0.009091,-0.010712,-0.391475,0.920082
1644823152.689303,97.317280,92.339262,7.652437,0.009250,-0.009442,-0.391987,0.919876
1644823152.789932,97.618212,92.020731,7.651083,0.013005,-0.011197,-0.392669,0.919520
1644823152.891651,97.920889,91.709068,7.652263,0.010430,-0.012055,-0.392861,0.919460
1644823152.990687,98.218789,91.401691,7.651240,0.011226,-0.008881,-0.393095,0.919386
1644823153.092312,98.513073,91.090964,7.649873,0.011478,-0.012201,-0.394424,0.918776
1644823153.190060,98.802747,90.788956,7.646725,0.009466,-0.008913,-0.394022,0.919009
1644823153.290968,99.095766,90.481875,7.645917,0.010496,-0.011041,-0.394895,0.918600
1644823153.389837,99.384487,90.182473,7.646873,0.009237,-0.010090,-0.395559,0.918339
1644823153.489758,99.673785,89.873759,7.644919,0.010415,-0.011851,-0.395739,0.918227
1644823153.589581,99.967117,89.557550,7.642982,0.010391,-0.011347,-0.397803,0.917342
1644823153.692453,100.276800,89.229265,7.643401,0.007779,-0.010287,-0.398636,0.917019
1644823153.791281,100.568711,88.909099,7.645193,0.011803,-0.015917,-0.398852,0.916801
1644823153.890743,100.869727,88.580552,7.646254,0.010545,-0.018496,-0.400700,0.915962
1644823153.991502,101.188799,88.240172,7.645534,0.008937,-0.015093,-0.402025,0.915461
1644823154.090051,101.499819,87.899120,7.643883,0.010918,-0.015352,-0.402656,0.915158
1644823154.191906,101.825954,87.541558,7.641873,0.011023,-0.012763,-0.404814,0.914244
1644823154.290546,102.134512,87.203922,7.640871,0.007643,-0.017018,-0.405254,0.914014
1644823154.392521,102.470753,86.831379,7.632131,0.009955,-0.010616,-0.405557,0.913954
1644823154.490283,102.789742,86.475245,7.618149,0.013488,-0.013550,-0.408980,0.912343
1644823154.590445,103.127527,86.102725,7.616283,0.015594,-0.000991,-0.407626,0.913015
1644823154.693230,103.426354,85.761497,7.641843,0.011759,-0.014662,-0.411634,0.911156
1644823154.792076,103.710536,85.426989,7.649691,0.006231,-0.030905,-0.408437,0.912242
1644823154.891675,104.032432,85.053204,7.640918,0.013982,-0.020871,-0.412280,0.910711
1644823154.994199,104.360704,84.694924,7.639427,0.012350,-0.014061,-0.412133,0.910932
1644823155.092085,104.665642,84.353935,7.635229,0.011188,-0.011722,-0.411640,0.911202
1644823155.191583,104.953268,84.009057,7.638849,0.015952,-0.016386,-0.411684,0.911040
1644823155.291489,105.247638,83.667350,7.644431,0.016309,-0.014147,-0.412922,0.910511
1644823155.391697,105.534376,83.346203,7.655104,0.009472,-0.020127,-0.415291,0.909417
1644823155.493780,105.821895,82.999536,7.659815,0.009371,-0.020156,-0.412617,0.910633
1644823155.591335,106.096522,82.658809,7.660856,0.019957,-0.018687,-0.416403,0.908769
1644823155.691138,106.379461,82.352872,7.675077,0.014064,-0.021695,-0.415916,0.909035
1644823155.793197,106.668399,82.035028,7.682759,0.010630,-0.021260,-0.416510,0.908820
1644823155.891259,106.941671,81.721092,7.687698,0.012362,-0.019918,-0.415418,0.909328
1644823155.991049,107.220924,81.431917,7.698862,0.003282,-0.024057,-0.417350,0.908421
1644823156.091007,107.506416,81.126057,7.706528,-0.001033,-0.014979,-0.418868,0.907923
1644823156.191302,107.754959,80.810283,7.715378,0.005010,-0.018006,-0.420297,0.907194
1644823156.291138,108.009978,80.510637,7.723500,0.002152,-0.018454,-0.423550,0.905682
1644823156.393422,108.277636,80.213088,7.732127,-0.007092,-0.012507,-0.426092,0.904565
1644823156.491176,108.494792,79.910530,7.744205,-0.003183,-0.014786,-0.434277,0.900652
1644823156.590770,108.720470,79.610754,7.751886,-0.009396,-0.013037,-0.447171,0.894304
1644823156.691355,108.932768,79.296664,7.757019,-0.022782,-0.004323,-0.465294,0.884853
1644823156.791759,109.077214,78.952465,7.768782,-0.014547,-0.007072,-0.486121,0.873742
1644823156.892091,109.190641,78.624067,7.786067,-0.013906,-0.017011,-0.509134,0.860407
1644823156.992047,109.303656,78.285151,7.795676,-0.013713,-0.014956,-0.534196,0.845117
1644823157.091363,109.403597,77.945417,7.795754,-0.014184,-0.011242,-0.554687,0.831862
1644823157.193933,109.485646,77.587615,7.798094,-0.017128,-0.004832,-0.576859,0.816650
1644823157.291789,109.527517,77.225562,7.798124,-0.007024,-0.001285,-0.597794,0.801618
1644823157.391499,109.560960,76.865722,7.791255,-0.006810,-0.000899,-0.625113,0.780504
1644823157.491400,109.592292,76.511620,7.788368,-0.017761,0.006073,-0.644584,0.764303
1644823157.590542,109.570025,76.135945,7.786350,-0.007796,0.007025,-0.667672,0.744382
1644823157.691108,109.525569,75.765659,7.784512,-0.008518,0.008041,-0.691327,0.722447
1644823157.791138,109.461163,75.402085,7.782347,0.008438,-0.005669,0.716115,-0.697908
1644823157.891351,109.379584,75.041053,7.783292,0.013912,-0.010076,0.734948,-0.677905
1644823157.991612,109.260103,74.673656,7.782136,0.006539,-0.009650,0.758735,-0.651295
1644823158.092365,109.117925,74.321348,7.781016,0.009432,-0.012244,0.780499,-0.624966
1644823158.191821,108.959543,73.980197,7.779136,0.010354,-0.013641,0.799368,-0.600597
1644823158.291621,108.768377,73.649388,7.776434,0.007699,-0.011635,0.819396,-0.573058
1644823158.391859,108.556421,73.332916,7.778255,0.006756,-0.009989,0.837546,-0.546233
1644823158.492018,108.334629,73.033205,7.783948,0.006754,-0.003962,0.849910,-0.526869
1644823158.590490,108.117744,72.729820,7.782073,0.005868,-0.002832,0.860963,-0.508626
1644823158.692149,107.901688,72.414480,7.783293,0.007685,-0.008038,0.870063,-0.492815
1644823158.790776,107.671171,72.122422,7.783173,0.005106,-0.001746,0.874197,-0.485541
1644823158.892063,107.430927,71.816272,7.774461,-0.005986,0.010755,0.876430,-0.481371
1644823158.992407,107.267971,71.482985,7.770810,-0.003672,0.007782,0.870512,-0.492072
1644823159.089731,107.139511,71.145032,7.768518,0.002784,-0.000896,0.862469,-0.506101
1644823159.190216,106.971505,70.811459,7.760111,-0.002212,0.009069,0.854557,-0.519274
1644823159.290108,106.818371,70.462102,7.752882,-0.013668,0.019685,0.844050,-0.535728
1644823159.389973,106.743127,70.097642,7.756929,-0.006119,0.015812,0.829997,-0.557510
1644823159.491566,106.686755,69.703742,7.755471,-0.004972,0.007227,0.813144,-0.581997
1644823159.590219,106.623438,69.339700,7.756570,-0.007943,0.016395,0.795718,-0.605393
1644823159.691614,106.581961,68.950541,7.755355,-0.012331,0.023338,0.778400,-0.627213
1644823159.791719,106.600319,68.546034,7.756418,-0.015742,0.019337,0.755875,-0.654241
1644823159.892943,106.659617,68.152530,7.758392,-0.004402,0.012836,0.734178,-0.678821
1644823159.992014,106.706499,67.745041,7.748907,-0.009523,0.012576,0.713827,-0.700144
1644823160.092011,106.760111,67.333979,7.739537,0.017731,-0.016765,-0.694839,0.718751
1644823160.193787,106.870895,66.922804,7.735809,0.006858,-0.009257,-0.676327,0.736512
1644823160.291986,106.970779,66.521788,7.733840,0.003870,-0.007458,-0.661706,0.749717
1644823160.392990,107.053073,66.093416,7.727991,0.012962,-0.013669,-0.647628,0.761724
1644823160.493733,107.178369,65.667646,7.724648,0.014272,-0.015692,-0.631668,0.774949
1644823160.593927,107.338072,65.256777,7.726671,0.005363,-0.011439,-0.617683,0.786326
1644823160.692429,107.497916,64.847647,7.728159,0.003775,-0.012483,-0.601687,0.798626
1644823160.792995,107.663001,64.422969,7.727870,0.007125,-0.014858,-0.587035,0.809394
1644823160.892310,107.860718,64.002824,7.723788,0.007858,-0.014174,-0.572303,0.819882
1644823160.993731,108.093165,63.591826,7.727215,0.000662,-0.009549,-0.554900,0.831862
1644823161.093483,108.312601,63.187952,7.733752,0.000750,-0.014716,-0.541056,0.840857
1644823161.194086,108.546513,62.776876,7.738464,0.001173,-0.015903,-0.527501,0.849405
1644823161.292077,108.796743,62.391754,7.747017,-0.002987,-0.017495,-0.512698,0.858385
1644823161.392760,109.072597,61.988365,7.747255,-0.004446,-0.013594,-0.501348,0.865128
1644823161.494010,109.353813,61.581429,7.744528,-0.005032,-0.008482,-0.489305,0.872057
1644823161.594838,109.634737,61.181136,7.738037,-0.002369,-0.005799,-0.479498,0.877521
1644823161.693853,109.922885,60.801960,7.733829,-0.001907,-0.000291,-0.471686,0.881764
1644823161.793557,110.203452,60.436577,7.733593,-0.004538,-0.002339,-0.463781,0.885935
1644823161.892338,110.474890,60.070646,7.733215,-0.001118,-0.001753,-0.457921,0.888990
1644823161.994784,110.756561,59.718442,7.741123,-0.005072,-0.007509,-0.452260,0.891840
1644823162.095748,111.046058,59.365863,7.745213,-0.007088,-0.004788,-0.446186,0.894899
1644823162.191705,111.318960,59.037994,7.746038,-0.006405,-0.006396,-0.441401,0.897264
1644823162.292041,111.604044,58.693962,7.745708,-0.007301,-0.004669,-0.436993,0.899423
1644823162.392673,111.887745,58.356353,7.746867,-0.004117,-0.002429,-0.432056,0.901834
1644823162.494669,112.167950,58.033162,7.751505,-0.004563,-0.004851,-0.426990,0.904232
1644823162.594579,112.435068,57.716585,7.751690,-0.001949,-0.005174,-0.424193,0.905555
1644823162.692330,112.689549,57.426227,7.754879,-0.002531,-0.007264,-0.419220,0.907852
1644823162.792439,112.954166,57.134567,7.757264,-0.000595,-0.006311,-0.414116,0.910202
1644823162.892415,113.207876,56.847959,7.758095,0.003544,-0.007508,-0.411414,0.911411
1644823162.993944,113.452488,56.587077,7.768357,0.002220,-0.016556,-0.408158,0.912758
1644823163.094995,113.684959,56.329286,7.793146,0.002912,-0.021913,-0.402254,0.915261
1644823163.192277,113.879005,56.117151,7.837743,-0.004947,-0.041028,-0.400137,0.915523
1644823163.292715,114.131539,55.896158,7.852937,-0.019049,-0.048256,-0.398992,0.915486
1644823163.392518,114.418120,55.571487,7.814743,0.004538,-0.020754,-0.389450,0.920802
